Time				XOM	CVX	DWDP
2018-02-27 16:21:29.605446	77.5	113.61	72.36
2018-02-27 16:21:30.750561	77.5	113.61	72.36
2018-02-27 16:21:31.825668	77.5	113.61	72.36
2018-02-27 16:21:32.904776	77.5	113.61	72.36
2018-02-27 16:21:33.982884	77.5	113.61	72.36
2018-02-27 16:21:35.072993	77.5	113.61	72.36
2018-02-27 16:21:36.147100	77.5	113.61	72.36
2018-02-27 16:21:37.231209	77.5	113.61	72.36
2018-02-27 16:21:38.335319	77.5	113.61	72.36
2018-02-27 16:21:39.409427	77.5	113.61	72.36
2018-02-27 16:21:40.487534	77.5	113.61	72.36
2018-02-27 16:21:41.569643	77.5	113.61	72.36
2018-02-27 16:21:42.684754	77.5	113.61	72.36
2018-02-27 16:21:43.760862	77.5	113.61	72.36
2018-02-27 16:21:44.836969	77.5	113.61	72.36
2018-02-27 16:21:45.913077	77.5	113.61	72.36
2018-02-27 16:21:46.991185	77.5	113.61	72.36
2018-02-27 16:21:48.069292	77.5	113.61	72.36
2018-02-27 16:21:49.144400	77.5	113.61	72.36
2018-02-27 16:32:56.027082	77.5	113.61	72.36
2018-02-27 16:32:57.188198	77.5	113.61	72.36
2018-02-27 16:32:58.343313	77.5	113.61	72.36
2018-02-27 16:32:59.498429	77.5	113.61	72.36
2018-02-27 16:33:00.648544	77.5	113.61	72.36
2018-02-27 16:33:01.744653	77.5	113.61	72.36
2018-02-27 16:33:02.875766	77.5	113.61	72.36
2018-02-27 16:33:03.971876	77.5	113.61	72.36
2018-02-27 16:33:05.117991	77.5	113.61	72.36
2018-02-27 16:33:06.272106	77.5	113.61	72.36
2018-02-27 16:33:07.434222	77.5	113.61	72.36
2018-02-27 16:33:08.591338	77.5	113.61	72.36
2018-02-27 16:33:09.724451	77.5	113.61	72.36
2018-02-27 16:33:10.875566	77.5	113.61	72.36
2018-02-27 16:33:11.954674	77.5	113.61	72.36
2018-02-27 16:33:13.106789	77.5	113.61	72.36
2018-02-27 16:33:14.257904	77.5	113.61	72.36
2018-02-27 16:33:15.339013	77.5	113.61	72.36
2018-02-27 16:33:16.475126	77.5	113.61	72.36
2018-02-27 16:33:17.622241	77.5	113.61	72.36
2018-02-27 16:33:18.778356	77.5	113.61	72.36
2018-02-27 16:33:19.853464	77.5	113.61	72.36
2018-02-27 16:33:20.935572	77.5	113.61	72.36
2018-02-27 16:33:22.015680	77.5	113.61	72.36
2018-02-27 16:33:23.093788	77.5	113.61	72.36
2018-02-27 16:33:24.178896	77.5	113.61	72.36
2018-02-27 16:33:25.267005	77.5	113.61	72.36
2018-02-27 16:33:26.342113	77.5	113.61	72.36
2018-02-27 16:33:27.438222	77.5	113.61	72.36
2018-02-27 16:33:28.518330	77.5	113.61	72.36
2018-02-28 14:44:58.057122	75.74	111.92	70.3
2018-02-28 14:44:59.163232	75.74	111.92	70.3
2018-02-28 14:45:00.332349	75.74	111.92	70.3
2018-02-28 14:45:01.411457	75.74	111.92	70.3
2018-02-28 14:45:02.492565	75.74	111.92	70.3
2018-02-28 14:45:03.639680	75.74	111.92	70.3
2018-02-28 14:45:04.734789	75.74	111.92	70.3
2018-02-28 14:45:05.834899	75.74	111.92	70.3
2018-02-28 14:45:06.911007	75.74	111.92	70.3
2018-02-28 14:45:07.991115	75.74	111.92	70.3
2018-02-28 14:45:09.075223	75.74	111.92	70.3
2018-02-28 14:45:10.175333	75.74	111.92	70.3
2018-02-28 14:45:11.253441	75.74	111.92	70.3
2018-02-28 14:45:12.366552	75.74	111.92	70.3
2018-02-28 14:45:13.460662	75.74	111.92	70.3
2018-02-28 14:45:14.548771	75.74	111.92	70.3
2018-02-28 14:45:15.623878	75.74	111.92	70.3
2018-02-28 14:45:16.700986	75.74	111.92	70.3
2018-02-28 14:45:17.866102	75.74	111.92	70.3
2018-02-28 14:45:19.063222	75.74	111.92	70.3
2018-02-28 14:45:20.169333	75.74	111.92	70.3
2018-02-28 14:45:21.246440	75.74	111.92	70.3
2018-02-28 14:45:22.453561	75.74	111.92	70.3
2018-02-28 14:45:23.546670	75.74	111.92	70.3
2018-02-28 14:45:24.626778	75.74	111.92	70.3
2018-02-28 14:45:25.709887	75.74	111.92	70.3
2018-02-28 14:45:26.820998	75.74	111.92	70.3
2018-02-28 14:45:27.930109	75.74	111.92	70.3
2018-02-28 14:45:29.117227	75.74	111.92	70.3
2018-02-28 14:45:30.203336	75.74	111.92	70.3
